url;вердикт;приоритет;показы;клики;недобор_кликов;статья;соответствие;выбор;метатеги;достоверность;ссылки;каннибализация;критично;внимание;проверить;почему
/catalog/vozdushnye-kompressory/po-moshchnosti/75-kvt/;ПЕРЕГЕНЕРАЦИЯ;2;438;1;5;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;2;3;3;Целый H2 'Бренды и варианты комплектации' перечисляет не тот состав раздела: крупнейшие бренды выгрузки (DALGAKIRAN 68, Atlas Copco 48, ЗИФ 35, Boge 33) не названы, а названные Cross Air и Ironmac в ф
/catalog/vozdushnye-kompressory/ironmac/;ПЕРЕГЕНЕРАЦИЯ;2;411;2;2;ОК;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;КРИТИЧНО;КРИТИЧНО;5;2;2;Блок 'Модельный ряд и технические диапазоны' построен на трёх ошибках: 'от 5,5 до 315 кВт' при tsena_max=317 714 ₽, обозначения моделей I-100 и I-150 из fakty_brenda пересчитаны в киловатты ('модели д
/catalog/zapasnye-chasti-i-raskhodniki/kompressornoe-maslo/;ПРАВКА;2;397;0;1;ОК;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;2;5;1;"Статья по существу правильная и про масло, а вот H1, title и description на живой странице от чужого раздела ('Воздушные фильтры для компрессоров') и продублированы ещё на десяти страницах; это же объ"
/catalog/mks/;ПЕРЕГЕНЕРАЦИЯ;2;391;1;1;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;3;2;3;Текст чужой (statya_tip=legacy), это рекламный лист без единого критерия подбора и без единого числа по оборудованию, при этом title и description дословно дублируются ещё на двух URL про МКС, а в Goo
/catalog/vozdushnye-kompressory/ekomak/;ПРАВКА;2;385;1;4;ОК;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;ОК;1;4;3;Каркас и методика подбора рабочие, но блок 'Серии и модели в продаже' объявляет давление жёстко фиксированным на 8 и 10 бар, тогда как наши же карточки Ekomak идут на 7 и 13 бар, а description приписы
/catalog/vozdushnye-kompressory/kompressory-6000-l-min/;ПРАВКА;2;380;0;4;ОК;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;2;5;1;"Блок брендов повторяет ошибку, которую уже ловили в корпусе: список открывает BERG, которого в фасетах раздела нет вовсе, а второй по величине бренд ЗИФ (25 позиций из 120) не назван; плюс страница со"
/catalog/vozdushnye-kompressory/po-moshchnosti/250-kvt/;ПРАВКА;2;380;0;7;ОК;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;2;3;3;377 показов в Google на средней позиции 5,6 дают ноль кликов, при этом главный интент страницы - безмасляные машины на 250 кВт (67 показов в топ-3) - в статье не упомянут ни разу, а число моделей в de
/catalog/zapasnye-chasti-i-raskhodniki/;ПРАВКА;2;364;0;1;ОК;КРИТИЧНО;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;2;1;5;Сама статья про расходники хорошая и почти целиком сходится со справкой категории, но H1, title и description сужают корень раздела запчастей до воздушных фильтров, из-за чего 348 показов по запросам 
/catalog/vozdushnye-kompressory/kompressory-15-bar/;ПРАВКА;2;362;1;3;ОК;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;3;3;2;"Перечень брендов открывает Hansmann, которого в фасетах раздела почти нет, а крупнейший бренд Renner (62 позиции) и третий по величине ARIACOM (42) не названы вовсе; вдобавок FAQ противоречит собствен"
/catalog/vozdushnye-kompressory/po-tipu/vintovye/dizelnye/25000-to-25000/;ПРАВКА;2;356;0;1;ОК;ОК;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;2;4;2;Абзац про ЗИФ, а это шесть позиций из одиннадцати, объявляет рабочее давление 1,8-4,0 бар и тут же приписывает этим машинам питание пневмоинструмента, тогда как соседний блок той же статьи требует для
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/220-230/;ПРАВКА;2;346;0;3;ОК;КРИТИЧНО;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;1;5;2;"Статья объявляет основой раздела Enger (10 позиций из 60), тогда как крупнейший бренд ABAC даёт 24 позиции и не назван вовсе, а итальянских машин в разделе 35 из 60; вдобавок требования к кабелю в тел"
/catalog/vozdushnye-kompressory/voltage/380-v/;ПЕРЕГЕНЕРАЦИЯ;2;346;0;2;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;4;3;1;Статья сама себе противоречит по границе применения ('промышленная сеть необходима при мощности от 4-5 кВт' против собственных моделей HJ-2,2-380 в разделе), перечень брендов расходится с фасетами (не
/catalog/vozdushnye-kompressory/po-moshchnosti/185-kvt/;ПРАВКА;2;343;0;9;ОК;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ОК;1;4;2;Фактура статьи в кои-то веки сходится с выгрузкой (давления 7-16 бар, цены 2,7 и 3,1 млн, арифметика по энергопотреблению верна), но 80 % показов страница собирает по чужому интенту 'компрессор 185 ли
/catalog/vozdushnye-kompressory/po-moshchnosti/37-kvt/;ПЕРЕГЕНЕРАЦИЯ;2;342;3;1;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;3;4;1;"Блок про ассортимент неверен по трём осям сразу: примеры серий ведут с Ironmac, которого в разделе меньше 22 позиций, при DALGAKIRAN 77; классы защиты названы IP23 и IP54 при IP55 у 558 позиций из 104"
/catalog/vozdushnye-kompressory/abac/;ПЕРЕГЕНЕРАЦИЯ;2;338;0;2;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;3;3;2;Статья в одном абзаце противоречит и себе, и базе фактов ('от 2,2 до 15 кВт (серии MICRON и SPINN)' против 'MICRON охватывает диапазон 2,2-75 кВт' при fakty_brenda 'MICRON доступны в диапазоне 2.2-15 
/catalog/vozdushnye-kompressory/kompressory-45000-l-min/;ПРАВКА;2;321;0;4;ОК;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;1;6;0;Фактура статьи в целом держится (число позиций, бренды кроме ЗИФ, арифметика по ресиверу верна), но почти весь трафик страницы - чужой интент '450 л/мин' и '45 л' с нулём кликов, а заявленный диапазон
/catalog/vozdushnye-kompressory/po-tipu-privoda/remennyy/;ПЕРЕГЕНЕРАЦИЯ;2;318;0;2;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;5;1;2;Текст чужой (statya_tip=legacy, флаг СТАТЬЯ_НЕ_НАША): 2322 знака рекламы ременной передачи без единого числа, бренда, цены и ссылки, с оборванным перечнем 'Ключевые элементы системы включают:' и без о
/catalog/vozdushnye-kompressory/po-moshchnosti/160-kvt/;ПРАВКА;2;307;0;6;ОК;ВНИМАНИЕ;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;1;5;2;Лучшая статья батча по проработке модельного ряда (разбор по трём брендам с давлениями и производительностью, честное предупреждение про воздуходувки), но она пересчитывает 'семь стандартов давления' 
/catalog/vozdushnye-kompressory/kompressory-200-bar/;ПРАВКА;2;306;7;0;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;0;6;2;Тема, бренды и число позиций сходятся с выгрузкой, и это единственная страница батча с ненулевым CTR, но индексы моделей прочитаны двумя разными способами (в статье '4-10 кВт', в description '600-1000
/catalog/vozdushnye-kompressory/kompressory-50000-l-min/;ПРАВКА;2;299;1;3;ОК;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;1;5;2;Лучший в батче перечень брендов (названы все шесть, включая крупнейший ЗИФ) и верная арифметика, но двухступенчатым машинам приписано давление до 13 бар при обеих позициях на 8 бар, в регламент ТО впи
/catalog/vozdushnye-kompressory/po-tipu/vintovye/dizelnye/pryamoy/;ПЕРЕГЕНЕРАЦИЯ;2;295;0;2;ОК;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;КРИТИЧНО;КРИТИЧНО;5;1;2;В статье нет ни одного бренда раздела (крупнейший ЗИФ с 242 позициями не назван, зато целый H2 отдан Enger), верхняя граница 'до 45 м³/мин' невозможна при razdel.tsena_max=1 005 187 ₽, а главное свойс
/catalog/vozdushnye-kompressory/po-tipu/vintovye/dizelnye/dali/;ПРАВКА;2;291;0;3;ОК;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;2;5;1;Статья аккуратно работает с базой фактов (1956 год, сертификаты с 2000 года, марки двигателей не выдуманы вопреки разделу НЕ УТВЕРЖДАТЬ), но по своему точному запросу стоит на позиции 1,09 и не получа
/catalog/vozdushnye-kompressory/kompressory-maslyanye/;ПЕРЕГЕНЕРАЦИЯ;2;282;0;1;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ОК;ВНИМАНИЕ;1;4;2;Список брендов в статье не совпадает с реальным составом раздела: названы три бренда, которых нет даже в топ-41 фасета, а второй по величине DALGAKIRAN (1220 позиций) и ещё пять брендов от 400 до 700 
/catalog/vozdushnye-kompressory/po-tipu/vozdukhoduvki/;ПРАВКА;2;282;0;1;ОК;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;2;4;2;Тема и методика подбора соответствуют разделу, но количество ('более 175 вариантов роторных воздуходувок') взято из pozitsiy_v_vygruzke=180 и приписано не тому множеству: по фасетам Enger только 146, 
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/ironmac/;ПЕРЕГЕНЕРАЦИЯ;2;273;1;1;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;4;4;0;Блок про модельный ряд стоит на трёх неверных основаниях: поставка 'из Европы' при 88 позициях из 92 с признаком 'Китай' и прямом запрете fakty_brenda утверждать страну производства, 'привод ременной'
/catalog/vozdushnye-kompressory/almig/;ПЕРЕГЕНЕРАЦИЯ;2;269;0;6;ОК;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;3;3;1;Внутреннее противоречие в описании линейки (0,4-11 м³/мин против 4-315 кВт, при tsena_max=957 142 ₽), плюс целый H2 и ещё один абзац на брендовой странице ALMiG посвящены конкурирующему бренду Enger.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/500-to-500/;ПЕРЕГЕНЕРАЦИЯ;2;264;0;2;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;3;4;0;Состав раздела описан неверно: назван бренд AIRRUS, которого в фасетах нет, пропущены второй и третий бренды (ARIACOM 109, DALGAKIRAN 94), и всему разделу приписан прямой привод при 1036 ременных пози
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/380-380-660-400/;ПЕРЕГЕНЕРАЦИЯ;2;264;0;3;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;4;2;2;Перечень брендов взят из шаблона, а не из раздела (второй бренд DALGAKIRAN 779 и третий ET Compressors 551 не названы, зато названы Cross Air, Dali и Hansmann, которых в фасетах нет), плюс порог '380 
/catalog/vozdushnye-kompressory/po-tipu/vintovye/pryamoy/;ПЕРЕГЕНЕРАЦИЯ;2;259;0;1;ОК;КРИТИЧНО;ОК;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;3;4;0;"Раздел на 8400 позиций описан двумя брендами, из которых BERG стоит лишь девятым (245 позиций), а ЗИФ 698, DALGAKIRAN 676 и ET Compressors 665 не названы; плюс диапазон 'от 2,2 до 355 кВт' повторяет з"
/catalog/vozdushnye-kompressory/hansmann/;ПРАВКА;2;253;2;2;ОК;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;3;4;2;Факты держатся базы бренда, но кейсовая ссылка с анкором Hansmann ведёт на проект BERG, потеряна оговорка про давление у моделей 5,5 кВт, и при 120 показах на позициях 2-4 в Google страница не получае
/catalog/zapasnye-chasti-i-raskhodniki/remni-dlya-kompressorov/;ПРАВКА;2;253;0;2;ОК;ВНИМАНИЕ;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ОК;1;5;1;Статья по существу хорошая и на своём месте, но в description стоит цена 749 ₽ ниже реального минимума 775 ₽, не назван третий бренд раздела Comprag, а интервал замены ремня расходится с двумя другими
/catalog/vozdushnye-kompressory/po-moshchnosti/18-5-kvt/;ПЕРЕГЕНЕРАЦИЯ;2;251;0;5;ОК;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;ОК;3;3;2;Блок про состав раздела неверен в основе: 'более 830 вариантов электрических винтовых компрессоров' взято из pozitsiy_v_vygruzke=840 (весь раздел), тогда как фасет 'винтовой' даёт 684 и в разделе лежа
/catalog/vozdushnye-kompressory/coaire/;ПЕРЕГЕНЕРАЦИЯ;2;246;6;0;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;2;6;1;Первая же фраза статьи нарушает раздел НЕ УТВЕРЖДАТЬ из fakty_brenda ('Компрессоры Coaire производятся южнокорейским концерном Kyungwon Machinery' против прямого запрета 'НЕ писать Kyungwon Machinery 
/catalog/vozdushnye-kompressory/voltage/220-v/;ПЕРЕГЕНЕРАЦИЯ;2;241;0;1;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;3;2;3;Блок 'Что входит в раздел' описывает раздел как целиком состоящий из винтовых Enger серии HJ ('Все машины относятся к серии HJ бренда Enger'), тогда как razdel.fasety_filtra дают в этом разделе ABAC 2
/catalog/vozdushnye-kompressory/lupamat/;ПРАВКА;2;235;0;4;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;1;5;1;База фактов бренда соблюдена аккуратно (ни одного заявления из раздела НЕ УТВЕРЖДАТЬ), но на брендовой странице стоит целый H2 'Альтернатива в нашем каталоге' с двумя ссылками на чужой бренд Enger, пр
/catalog/vozdushnye-kompressory/kompressory-10-bar/;ПЕРЕГЕНЕРАЦИЯ;2;233;0;1;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;3;3;2;Перечень брендов противоречит фасетам (названы Cross Air, Dali, Hansmann, Remeza - у каждого меньше 110 позиций, и не названы DALGAKIRAN 387 и ET Compressors 302, второй и третий по величине), а в бло
/catalog/vozdushnye-kompressory/po-moshchnosti/132-kvt/;ПРАВКА;2;230;0;4;ОК;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;ОК;КРИТИЧНО;2;3;2;Ядро статьи верное (мощность, давления 7-13 бар, индексы DT и VSD, прямой привод подтверждаются выгрузкой), но правило подбора ресивера противоречит собственному примеру в пять раз ('10-20% от минутно
/catalog/vozdushnye-kompressory/kompressory-12000-l-min/;ПЕРЕГЕНЕРАЦИЯ;2;225;0;2;ОК;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;3;3;1;Блок 'Бренды и модели в продаже' называет Ironmac (5 позиций), Cross Air (4) и Hansmann (3) и не называет второй бренд раздела ЗИФ (22), а количество разошлось по четырём источникам сразу: статья 'бол
/catalog/vozdushnye-kompressory/airpol/;ПРАВКА;2;217;1;1;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;1;5;1;Статья про бренд по делу и без выдуманных фактов (база фактов по Airpol пуста, и статья честно ничего не сочиняет), но на брендовой странице стоит H2 'Альтернатива в каталоге' целиком про Enger, польс
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/250-to-250/;ПЕРЕГЕНЕРАЦИЯ;2;216;0;1;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;3;3;1;Ключевое утверждение о составе раздела неверно: 'Основная часть позиций приходится на бренд Enger', тогда как по razdel.fasety_filtra DALGAKIRAN даёт 145 позиций против 92 у Enger (и Турция 145 против
/catalog/vozdushnye-kompressory/enger/;ПЕРЕГЕНЕРАЦИЯ;2;215;2;2;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ОК;ВНИМАНИЕ;3;3;1;"Статья нарушает раздел НЕ УТВЕРЖДАТЬ ('Не утверждать гарантийные сроки - в данных отсутствуют') и выдаёт конкретные 2 и 5 лет, причём именно отсюда пятилетняя гарантия расползлась по всему корпусу; ди"
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/225-to-225/;ПРАВКА;2;203;0;1;ОК;ВНИМАНИЕ;ОК;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;3;3;0;Основа статьи честная и редкая для корпуса: раздел из трёх позиций одного бренда описан как есть, цена 'от 7 млн рублей' взята из выгрузки правильно (tsena_min 6 996 525). Точечные проблемы: количеств
/catalog/podgotovka-vozdukha/filtry-magistralnye/;ПРАВКА;2;197;1;0;ОК;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;ОК;ОК;ОК;2;3;1;Содержательно это лучший текст батча: он почти дословно следует spravka_kategorii и не выдумывает фактов. Но он отвечает не тому покупателю: в разделе 2160 позиций и все примеры моделей это сменные ка
/catalog/vozdushnye-kompressory/po-tipu/vintovye/remennyy/;ПРАВКА;2;196;0;1;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ПРОВЕРИТЬ;ВНИМАНИЕ;ВНИМАНИЕ;0;3;2;Статья по теме и число позиций верное, но перечень брендов не совпадает с реальным составом раздела (не назван крупнейший DALGAKIRAN, названы три бренда из хвоста), а два технических диапазона ничем в
/catalog/zapasnye-chasti-i-raskhodniki/separatory-maslootdeliteli/;ПРАВКА;2;193;0;0;ОК;ВНИМАНИЕ;ОК;КРИТИЧНО;ПРОВЕРИТЬ;ВНИМАНИЕ;ВНИМАНИЕ;1;2;3;Статья написана правильно и точно про сепараторы, но H1, title и description на странице от другого раздела - про воздушные фильтры, и это же мета стоит ещё на десяти соседних разделах запчастей.
/catalog/vozdushnye-kompressory/berg/;ПРАВКА;2;187;0;1;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ПРОВЕРИТЬ;ВНИМАНИЕ;ВНИМАНИЕ;0;4;3;Факты по бренду сходятся с каталогом, включая цену и верхнюю границу мощности, но статья описывает линейку до 355 кВт примерами только до 11 кВт, не отвечает на интент 'официальный сайт / BERG GmbH' и
/catalog/vozdushnye-kompressory/kompressory-7000-l-min/;ПРАВКА;2;186;0;3;ОК;КРИТИЧНО;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;3;2;2;Страница стоит в Google на позиции 6,1 при 161 показе и не берёт ни одного клика, а перечень брендов собран мимо раздела: крупнейший бренд Enger (10 позиций из 80) не назван в ассортименте и подан как
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/220-to-220/;ПРАВКА;2;186;0;2;ОК;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;1;4;2;Статья по теме, но внутри себя противоречит по давлению (7-13 бар против собственного перечня с 16 бар), занижает число позиций, а страница делит первую страницу выдачи с нашим же разделом /po-moshchn
/catalog/vozdushnye-kompressory/po-tipu/vintovye/dizelnye/5000-to-5000/;ПЕРЕГЕНЕРАЦИЯ;2;181;0;1;ОК;КРИТИЧНО;ОК;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;4;2;1;Перечень брендов не соответствует разделу: названы Cross Air (3 позиции), Atlas Copco (2), ZEGA (2), KraftMachine (2) и COMPRAG (2), а крупнейший бренд ЗИФ с 17 позициями и вся российская часть раздел
/catalog/vozdushnye-kompressory/chicago-pneumatic/;ПРАВКА;2;180;0;3;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ОК;0;5;2;Статья про свой раздел и совпадает с ним по числу позиций и по давлениям, но делит одну линейку на 'два типа машин' вопреки primery_modeley, не даёт ни одного значения производительности и теряет 64 п
/catalog/vozdushnye-kompressory/kompressory-20-bar/;ПРАВКА;2;178;1;0;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;3;4;0;Физика давления и методика подбора в статье сильные, но блок ассортимента называет пять брендов из четырнадцати и открывает список самым мелким (Remeza, 4 позиции из 120), крупнейший бренд раздела Eng
/catalog/podgotovka-vozdukha/separatory-tsentrobezhnye-tsiklonnye/;ПРАВКА;2;167;0;1;ОК;ВНИМАНИЕ;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;0;7;0;Инженерно статья одна из самых аккуратных в выборке и почти дословно ложится на spravka_kategorii, но в ней ни одного бренда из семнадцати, представленных в разделе, ни одной цены при заполненных tsen
/catalog/vozdushnye-kompressory/po-tipu/vintovye/dizelnye/55-to-55/;ПРАВКА;2;159;0;2;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;2;4;1;Статья про свой раздел и точна по давлениям и исполнениям, но 'основные бренды' открывает Cross Air с одной позицией из 24 при Atmos на 15 и вовсе пропускает DALGAKIRAN, цена дана только нижней границ
/catalog/generatsiya-gazov/generatory-kisloroda/;ПЕРЕГЕНЕРАЦИЯ;2;156;2;0;КРИТИЧНО;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;ОК;ВНИМАНИЕ;ОК;3;2;0;"Статьи фактически нет: 38 знаков, один заголовок 'Схема подключения генератора кислорода' и ни одного абзаца под ним, ссылок ноль; при этом страница собирает 156 показов в месяц и отдаёт 2 клика, а по"
/catalog/vozdushnye-kompressory/ingro/;ПРАВКА;2;156;0;4;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;1;5;0;"Статья хорошо ложится на fakty_brenda и почти всё берёт из неё дословно, но нарушает прямой запрет базы фактов - даёт производительность без привязки к давлению; при этом на странице три разных числа "
/catalog/vozdushnye-kompressory/rkz/;ПРАВКА;2;155;1;1;ОК;КРИТИЧНО;ОК;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;2;3;2;Статья нарушает прямой запрет базы фактов 'НЕ детализировать линейку MIG', треть текста и половину FAQ отдаёт поршневым Airrus CE и питанию 220 В при том, что по фасетам 190 из 196 позиций раздела вин
/catalog/vozdushnye-kompressory/po-moshchnosti/220-kvt/;ПРАВКА;2;146;0;1;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;2;4;1;"В FAQ грубая арифметическая ошибка: 220 кВт в режиме 24/7 физически не могут дать больше 1,93 ГВт·ч в год, а статья обещает 5-6 ГВт·ч; плюс из состава раздела выпали самый массовый класс защиты IP55 ("
/catalog/vozdushnye-kompressory/po-moshchnosti/355-kvt/;ПРАВКА;2;146;0;3;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;1;5;1;Крупнейший бренд раздела Enger (37 позиций из 82 брендовых) в перечне ассортимента не назван и вынесен в конец как чужая альтернатива со ссылкой прочь, самый массовый класс защиты IP55 (63 позиции) не
/catalog/vozdushnye-kompressory/po-tipu/vintovye/dizelnye/kompressory-10-bar/;ПРАВКА;2;144;0;1;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;2;5;0;H2 'Какие модели поставляются' не называет ни одной модели и ни одного бренда: крупнейшие ЗИФ (32) и Atmos (30) не упомянуты, а единственный разобранный бренд - Enger (14 позиций) - подан как посторон
/catalog/vozdushnye-kompressory/comprag/;ПРАВКА;2;143;0;2;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ОК;ВНИМАНИЕ;0;6;1;"Модельный ряд заявлен как три серии F, FR и D, а собственные проектные кейсы статьи ссылаются на машины серий AR и DV, которых она не вводила; происхождение 'Германия-Россия', подтверждённое фасетом н"
/catalog/vozdushnye-kompressory/kompressory-30000-l-min/;ПРАВКА;2;143;0;2;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;0;6;1;Технически одна из самых аккуратных статей батча (мощность и давление увязаны верно, IP55 назван правильно), но из перечня брендов выпал второй по величине ЗИФ (17 позиций) и Airpol (8), статья сужает
/catalog/vozdushnye-kompressory/po-tipu/vintovye/700-to-700/;ПРАВКА;2;143;0;1;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;2;5;0;"Перечень брендов открывает Cross Air с 6 позициями, а лидеры Magnus и Remeza (по 11) стоят третьим и четвёртым, FIAC (8) пропущен; ременной привод, которым в этом разделе оснащены 53 позиции из 80, не"
/catalog/vozdushnye-kompressory/po-tipu/vintovye/dizelnye/s-osushitelem/;ПРАВКА;2;143;0;1;ОК;ОК;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;1;5;0;Состав раздела описан точно, но статья противоречит сама себе по главному вопросу страницы: основной текст говорит, что точки росы +3 °C хватает на открытых площадках и в неотапливаемых цехах, а FAQ -
